"Country","Year","Development_Status","Life_Expectancy","Adult_Mortality","Alcohol_Consumption","Hepatitis_B","Polio","Total_Expenditure","Diphtheria","HIV_AIDS","GDP_Per_Capita","Thinness_1_19_Years","Thinness_5_9_Years","Income_Composition_Of_Resources","Average_Years_of_schooling","Country_Code","Region","Mean_Male_Height_cm"
"Somalia",2014,"Developing",54.3,321,0.01,42,47,NA,42,0.8,203.94907073732,6.7,6.5,NA,NA,"SOM","Africa",166.7567293
"Somalia",2013,"Developing",54.2,318,0.01,42,47,NA,42,0.8,203.94907073732,6.8,6.6,NA,NA,"SOM","Africa",166.909973
"Somalia",2012,"Developing",53.1,336,0.01,42,47,NA,42,0.8,203.94907073732,6.8,6.7,NA,NA,"SOM","Africa",167.0636458
"Somalia",2011,"Developing",53.1,329,0.01,42,49,NA,41,0.8,203.94907073732,6.9,6.7,NA,NA,"SOM","Africa",167.2171556
"Somalia",2010,"Developing",52.4,336,0.01,42,49,NA,45,0.8,203.94907073732,7,6.8,NA,NA,"SOM","Africa",167.3701263
"Somalia",2009,"Developing",52.2,335,0.01,42,41,NA,42,0.8,203.94907073732,7.1,6.9,NA,NA,"SOM","Africa",167.5215877
"Somalia",2008,"Developing",51.9,336,0.01,42,4,NA,31,0.9,203.94907073732,7.2,7,NA,NA,"SOM","Africa",167.6696141
"Somalia",2007,"Developing",51.5,333.389835897714,0.01,42,4,NA,4,0.9,203.94907073732,7.3,7.1,NA,NA,"SOM","Africa",167.8119137
"Somalia",2006,"Developing",51.5,337,0.01,42,26,NA,26,0.9,203.94907073732,7.4,7.2,NA,NA,"SOM","Africa",167.9466114
"Somalia",2005,"Developing",51.6,334,0.01,42,35,NA,35,0.9,203.94907073732,7.5,7.3,NA,NA,"SOM","Africa",168.0711351
"Somalia",2004,"Developing",51.2,341,0.01,42,3,NA,3,0.9,203.94907073732,7.6,7.4,NA,NA,"SOM","Africa",168.1833214
"Somalia",2003,"Developing",51.1,344,0.01,42,4,NA,4,0.9,203.94907073732,7.7,7.5,NA,NA,"SOM","Africa",168.2824983
"Somalia",2002,"Developing",58,348,0.01,42,4,NA,4,0.9,203.94907073732,7.8,7.6,NA,NA,"SOM","Africa",168.3688388
"Somalia",2001,"Developing",57,352,0.01,42,33,NA,33,0.8,203.94907073732,7.9,7.7,NA,NA,"SOM","Africa",168.4433849
"Somalia",2000,"Developing",55,355,0.01,42,37,NA,33,0.8,203.94907073732,8,7.9,NA,NA,"SOM","Africa",168.5059058
"South Africa",2015,"Developing",62.9,328,7.52931869421991,75,75,7.99491621319854,75,3.6,3929.60335327197,4.4,5.3,0.665,13,"ZAF","Africa",166.6780993
"South Africa",2014,"Developing",62,347,7.38,69.8075246786112,77,8.8,77,3.7,3929.60335327197,4.9,5.9,0.66,13,"ZAF","Africa",166.8598129
"South Africa",2013,"Developing",69,371,7.34,70.0851715903437,73,8.78,73,4.5,3929.60335327197,5.4,6.5,0.652,12.8,"ZAF","Africa",167.0415424
"South Africa",2012,"Developing",59.2,450.435211698785,7.38,68,65,8.79,65,7.6,3929.60335327197,6,7.3,0.644,12.8,"ZAF","Africa",167.2234797
"South Africa",2011,"Developing",58.9,413,7.38,76,69,8.61,69,8.5,3929.60335327197,6.6,8,0.638,12.8,"ZAF","Africa",167.4051733
"South Africa",2010,"Developing",58,428,7.28,71,72,8.5,72,11,3929.60335327197,7.3,8.9,0.63,12.8,"ZAF","Africa",167.5859137
"South Africa",2009,"Developing",56.5,449,7.6,74,75,8.39,76,19,3929.60335327197,8.1,9.8,0.622,12.8,"ZAF","Africa",167.7650673
"South Africa",2008,"Developing",55.3,473,8.19,76,77,7.75,79,23.5,3929.60335327197,8.9,1.7,0.616,12.9,"ZAF","Africa",167.9411762
"South Africa",2007,"Developing",54.5,486,8.48,83,79,7.53,82,26.4,3929.60335327197,9.7,11.7,0.612,12.9,"ZAF","Africa",168.1118058
"South Africa",2006,"Developing",54,496,8.5,83,79,7.57,82,28.1,3929.60335327197,1.6,12.8,0.609,12.9,"ZAF","Africa",168.2751986
"South Africa",2005,"Developing",53.8,498,8.69,79,75,7.77,79,29.5,3929.60335327197,11.6,13.9,0.609,12.9,"ZAF","Africa",168.4287537
"South Africa",2004,"Developing",53.7,497,6.96,76,73,7.93,74,29.7,3929.60335327197,12.6,15,0.611,12.9,"ZAF","Africa",168.5707712
"South Africa",2003,"Developing",54,485,6.93,71,7,8.26,69,28.9,3929.60335327197,13.5,16.1,0.613,12.9,"ZAF","Africa",168.7001233
"South Africa",2002,"Developing",54.9,459,7.04,72,7,8.9,7,26.6,3929.60335327197,14.5,17.1,0.62,12.9,"ZAF","Africa",168.8163575
"South Africa",2001,"Developing",56,429,7.38,72,71,8.31,71,24,3929.60335327197,15.4,18.1,0.629,13,"ZAF","Africa",168.920298
"South Africa",2000,"Developing",57.3,397,7.3,73,71,8.7,73,21.3,3929.60335327197,16.3,19.1,0.635,13,"ZAF","Africa",169.0115688
"Spain",2015,"Developed",82.8,56,9.96485851473208,97,97,9.78213445185635,97,0.1,9508.04923851434,0.6,0.5,0.882,17.7,"ESP","Europe",176.5938671
"Spain",2014,"Developed",82.6,58,10.5578389422894,96,97,9.3,97,0.1,9508.04923851434,0.6,0.5,0.877,17.6,"ESP","Europe",176.5473603
"Spain",2013,"Developed",82.4,68.7203709725949,9.25,95,96,9.1,96,0.1,9508.04923851434,0.6,0.5,0.874,17.5,"ESP","Europe",176.5008117
"Spain",2012,"Developed",82,61,9.35,96,97,9.39,97,0.1,9508.04923851434,0.6,0.5,0.871,17.2,"ESP","Europe",176.4542004
"Spain",2011,"Developed",82.1,63,9.62,97,97,9.48,97,0.1,9508.04923851434,0.6,0.5,0.867,16.9,"ESP","Europe",176.4074264
"Spain",2010,"Developed",81.9,64,9.78,97,97,9.56,97,0.1,9508.04923851434,0.6,0.5,0.86,16.4,"ESP","Europe",176.3607917
"Spain",2009,"Developed",81.6,66,9.99,96,96,9.52,96,0.1,9508.04923851434,0.6,0.5,0.858,16.3,"ESP","Europe",176.3143434
"Spain",2008,"Developed",81.3,67.4207844510273,10.24,97,97,8.8,97,0.1,9508.04923851434,0.6,0.5,0.854,16.1,"ESP","Europe",176.2671077
"Spain",2007,"Developed",89,72,11.05,96,96,8.36,96,0.1,9508.04923851434,0.6,0.5,0.849,16,"ESP","Europe",176.2177905
"Spain",2006,"Developed",88,73,11.86,97,98,8.23,98,0.1,9508.04923851434,0.6,0.5,0.844,15.9,"ESP","Europe",176.1660381
"Spain",2005,"Developed",81,77,11.92,96,96,8.12,96,0.1,9508.04923851434,0.6,0.5,0.837,15.8,"ESP","Europe",176.110101
"Spain",2004,"Developed",81,79,11.96,97,97,8.5,97,0.1,9508.04923851434,0.6,0.5,0.833,15.6,"ESP","Europe",176.0485017
"Spain",2003,"Developed",79.4,83,12.09,81,99,7.99,98,0.1,9508.04923851434,0.6,0.5,0.83,15.6,"ESP","Europe",175.9804407
"Spain",2002,"Developed",79.5,83,12.26,82,98,7.25,98,0.1,9508.04923851434,0.6,0.5,0.828,15.7,"ESP","Europe",175.9055926
"Spain",2001,"Developed",79.4,84,9.86,83,95,7.24,96,0.1,9508.04923851434,0.6,0.5,0.825,15.7,"ESP","Europe",175.8250681
"Spain",2000,"Developed",79.1,86,11.12,77,95,7.21,95,0.1,9508.04923851434,0.6,0.5,0.82,15.7,"ESP","Europe",175.7402326
"Sri Lanka",2015,"Developing",74.9,138,1.50976863180163,99,99,4.3963498834394,99,0.1,695.169170300065,15.1,15,0.764,14,"LKA","Asia",165.6894656
"Sri Lanka",2014,"Developing",74.7,141,2.37,99,99,3.5,99,0.1,695.169170300065,15.2,15,0.76,14,"LKA","Asia",165.6467267
"Sri Lanka",2013,"Developing",74.6,142,2.56,99,99,3.68,99,0.1,695.169170300065,15.2,15.1,0.757,13.8,"LKA","Asia",165.6034955
"Sri Lanka",2012,"Developing",74.5,143,2.8,99,99,3.21,99,0.1,695.169170300065,15.3,15.2,0.752,13.7,"LKA","Asia",165.5597755
"Sri Lanka",2011,"Developing",74.5,141,3.03,99,99,3.28,99,0.1,695.169170300065,15.3,15.3,0.746,13.6,"LKA","Asia",165.5150936
"Sri Lanka",2010,"Developing",74.5,138,2.31,99,99,3.43,99,0.1,695.169170300065,15.3,15.3,0.739,13.5,"LKA","Asia",165.4695426
"Sri Lanka",2009,"Developing",71.8,183,2.05,97,97,3.37,97,0.1,695.169170300065,15.3,15.4,0.735,13.4,"LKA","Asia",165.4234147
"Sri Lanka",2008,"Developing",72.3,172,2.1,98,98,3.44,98,0.1,695.169170300065,15.4,15.4,0.731,13.3,"LKA","Asia",165.3772627
"Sri Lanka",2007,"Developing",73.7,146,2.29,98,98,3.76,98,0.1,695.169170300065,15.4,15.5,0.725,13.2,"LKA","Asia",165.3304789
"Sri Lanka",2006,"Developing",73.8,145,1.96,98,98,4.6,98,0.1,695.169170300065,15.4,15.5,0.718,13.1,"LKA","Asia",165.2818896
"Sri Lanka",2005,"Developing",74.2,138,1.97,99,99,4.6,99,0.1,695.169170300065,15.4,15.5,0.712,12.9,"LKA","Asia",165.230591
"Sri Lanka",2004,"Developing",69.1,197,1.56,62,97,4.28,97,0.1,695.169170300065,15.4,15.5,0.705,12.8,"LKA","Asia",165.1761525
"Sri Lanka",2003,"Developing",73.9,146,1.69,32,98,3.95,99,0.1,695.169170300065,15.4,15.5,0.697,12.7,"LKA","Asia",165.1196309
"Sri Lanka",2002,"Developing",73.7,149,1.62,100,98,3.89,98,0.1,695.169170300065,15.4,15.6,0.699,12.6,"LKA","Asia",165.0606771
"Sri Lanka",2001,"Developing",72.7,143.974198575653,1.68,88.8735732890379,98,3.81,98,0.1,695.169170300065,15.4,15.6,0.686,12.5,"LKA","Asia",164.9996822
"Sri Lanka",2000,"Developing",71.5,175,1.45,61.0023089126853,99,3.77,99,0.1,695.169170300065,15.3,15.5,0.677,12.4,"LKA","Asia",164.9376653
"Suriname",2015,"Developing",71.6,176,4.75738803700913,89,89,6.60885401011273,89,0.4,2465.02245950785,3.5,3.5,0.723,12.7,"SUR","South America",172.7216773
"Suriname",2014,"Developing",71.4,178,6.32,85,85,5.69,85,0.4,2465.02245950785,3.5,3.5,0.722,12.7,"SUR","South America",172.6991986
"Suriname",2013,"Developing",71.2,179,6.02,86,86,5.96,86,0.4,2465.02245950785,3.5,3.5,0.719,12.7,"SUR","South America",172.6766795
"Suriname",2012,"Developing",71.3,178,5.73,84,84,6.9,84,0.9,2465.02245950785,3.5,3.4,0.708,12.7,"SUR","South America",172.6539855
"Suriname",2011,"Developing",76,187,5.64,86,86,5.93,86,0.1,2465.02245950785,3.5,3.4,0.704,12.5,"SUR","South America",172.6311421
"Suriname",2010,"Developing",73,188.956080431318,5.26,86,96,5.81,96,0.5,2465.02245950785,3.5,3.4,0.7,12.3,"SUR","South America",172.6095558
"Suriname",2009,"Developing",70,196,5.13,87,85,6.14,87,0.6,2465.02245950785,3.5,3.4,0.696,12.1,"SUR","South America",172.5905184
"Suriname",2008,"Developing",69.8,196,4.94,84,85,5.92,85,1.2,2465.02245950785,3.5,3.4,0.691,11.9,"SUR","South America",172.5744175
"Suriname",2007,"Developing",69.5,179.650124260127,4.72,84,84,5.92,84,0.8,2465.02245950785,3.5,3.4,0.684,11.7,"SUR","South America",172.5612531
"Suriname",2006,"Developing",69.3,199,4.52,84,84,6.22,84,0.6,2465.02245950785,3.5,3.4,0.678,11.5,"SUR","South America",172.5506152
"Suriname",2005,"Developing",68.9,149.453096217287,4.47,83,84,6.78,83,0.6,2465.02245950785,3.5,3.4,0.672,11.3,"SUR","South America",172.5421867
"Suriname",2004,"Developing",68.3,214,4.55,86.3162911414674,84,6.88,85,0.9,2465.02245950785,3.5,3.5,0,11.1,"SUR","South America",172.5354391
"Suriname",2003,"Developing",68,223,4.53,83.8929499874732,74,6.62,75,1,2465.02245950785,3.5,3.5,0,10.9,"SUR","South America",172.5296092
"Suriname",2002,"Developing",67.9,221,4.41,84.7071847336396,74,7.14,73,1.6,2465.02245950785,3.5,3.5,0,11,"SUR","South America",172.5236434
"Suriname",2001,"Developing",67.7,219,4.23,87.776656630007,65,8.38,68,1.8,2465.02245950785,3.6,3.5,0,11,"SUR","South America",172.5173453
"Suriname",2000,"Developing",67.4,224,4.29,84.3997609487851,7,9.65,71,0.4,2465.02245950785,3.6,3.6,0,11.1,"SUR","South America",172.5094262
"Eswatini",2015,"Developing",58.9,373,6.4456363195253,83.5037387429088,84,7.68444052819391,9,7.1,1341.54166254037,4,4.1,0.541,11.4,"SWZ","Africa",168.1315991
"Eswatini",2014,"Developing",58.4,382,5.31699129428943,98,98,9.25,98,7.3,1341.54166254037,4.3,4.3,0.541,11.4,"SWZ","Africa",168.2975107
"Eswatini",2013,"Developing",57.6,393,5.07362233170011,98,98,9.66,98,9.8,1341.54166254037,4.5,4.6,0.539,11.4,"SWZ","Africa",168.4632859
"Eswatini",2012,"Developing",56.5,412,5.04339565301212,95,92,8.76,95,12.2,1341.54166254037,4.8,4.9,0.534,11.3,"SWZ","Africa",168.628897
"Eswatini",2011,"Developing",55,438,5.2,91,85,8.61,91,15.7,1341.54166254037,5.1,5.2,0.526,11.2,"SWZ","Africa",168.7950148
"Eswatini",2010,"Developing",53.6,459,4.93,89,89,8.47,89,21.6,1341.54166254037,5.4,5.6,0.523,11,"SWZ","Africa",168.9608313
"Eswatini",2009,"Developing",52.6,323.084693341163,4.9,88,89,8.46,88,33.7,1341.54166254037,5.8,5.9,0.519,10.8,"SWZ","Africa",169.1257604
"Eswatini",2008,"Developing",51.4,477,4.87,85.3639779467445,89,8.19,88,40.2,1341.54166254037,6.1,6.3,0.514,10.6,"SWZ","Africa",169.2881618
"Eswatini",2007,"Developing",50,363.639896802043,5.55,92,88,7.5,87,40.7,1341.54166254037,6.5,6.7,0.508,10.5,"SWZ","Africa",169.4458692
"Eswatini",2006,"Developing",47.8,564,5.53,93,88,6.81,87,43.7,1341.54166254037,6.9,7.1,0.502,9.9,"SWZ","Africa",169.5970442
"Eswatini",2005,"Developing",46,401.564771463572,5.08,95,88,6.8,86,49.1,1341.54166254037,7.3,7.5,0.495,9.7,"SWZ","Africa",169.7389183
"Eswatini",2004,"Developing",45.6,429.784987786908,5.78,93,88,5.88,86,50.3,1341.54166254037,7.7,7.9,0.492,9.4,"SWZ","Africa",169.8690284
"Eswatini",2003,"Developing",45.9,383.904169251948,5.65,94.507555080027,87,5.71,85,50.6,1341.54166254037,8.2,8.4,0.493,9.1,"SWZ","Africa",169.9867257
"Eswatini",2002,"Developing",46.4,587,5.52,88,87,5.16,85,49.9,1341.54166254037,8.6,8.8,0.502,9.2,"SWZ","Africa",170.0910976
"Eswatini",2001,"Developing",47.1,568,6.72,86,87,5.11,84,48.8,1341.54166254037,9,9.2,0.506,9.3,"SWZ","Africa",170.1825225
"Eswatini",2000,"Developing",48.4,536,7.19,83,87,5.26,84,46.4,1341.54166254037,9.4,9.6,0.516,9.4,"SWZ","Africa",170.2603543
"Sweden",2015,"Developed",82.4,53,6.85800237063061,67,98,9.42152466826092,98,0.1,19334.8004270757,1.5,1.4,0.909,15.9,"SWE","Europe",179.7370423
"Sweden",2014,"Developed",82.3,54,7.3,67,98,11.93,98,0.1,19334.8004270757,1.5,1.3,0.906,15.8,"SWE","Europe",179.7553137
"Sweden",2013,"Developed",81.9,57,7.3,67,98,11.97,98,0.1,19334.8004270757,1.4,1.3,0.904,15.8,"SWE","Europe",179.7737811
"Sweden",2012,"Developed",81.7,57,7.4,53,98,11.8,98,0.1,19334.8004270757,1.4,1.3,0.903,15.8,"SWE","Europe",179.79218
"Sweden",2011,"Developed",81.7,58,7.4,42,98,11.7,98,0.1,19334.8004270757,1.4,1.3,0.901,16,"SWE","Europe",179.8107319
"Sweden",2010,"Developed",81.5,58,7.2,51.2258233465066,98,9.47,98,0.1,19334.8004270757,1.3,1.3,0.895,15.8,"SWE","Europe",179.8306453
"Sweden",2009,"Developed",81.4,62,7.3,49.9027941848053,98,9.94,98,0.1,19334.8004270757,1.3,1.3,0.898,15.8,"SWE","Europe",179.8519072
"Sweden",2008,"Developed",81.1,62,6.9,45.3155337653751,98,9.23,98,0.1,19334.8004270757,1.3,1.3,0.897,15.7,"SWE","Europe",179.8734877
"Sweden",2007,"Developed",89,63,6.9,44.9716986261702,98,8.92,98,0.1,19334.8004270757,1.3,1.3,0.895,15.8,"SWE","Europe",179.8948924
"Sweden",2006,"Developed",88,64,6.5,53.6888196799033,98,8.95,98,0.1,19334.8004270757,1.3,1.3,0.892,15.9,"SWE","Europe",179.9161686
"Sweden",2005,"Developed",85,66,6.5,76.1247745497752,98,9.6,98,0.1,19334.8004270757,1.3,1.3,0.89,16,"SWE","Europe",179.9361172
"Sweden",2004,"Developed",83,58.990598737272,6.6,59.8067522289578,99,9.9,99,0.1,19334.8004270757,1.3,1.3,0.888,16,"SWE","Europe",179.9536005
"Sweden",2003,"Developed",82,69,6.9,54.9790215126085,99,9.31,99,0.1,19334.8004270757,1.3,1.3,0.882,15.9,"SWE","Europe",179.9686187
"Sweden",2002,"Developed",79.9,71,6.9,58.0715331652423,99,9.23,99,0.1,19334.8004270757,1.3,1.3,0.88,15.9,"SWE","Europe",179.9809693
"Sweden",2001,"Developed",79.8,73,6.6,54.368302194249,99,8.86,99,0.1,19334.8004270757,1.3,1.3,0.877,15.9,"SWE","Europe",179.9916243
"Sweden",2000,"Developed",79.6,73,6.2,59.9901813871265,99,8.18,99,0.1,19334.8004270757,1.4,1.3,0.873,15.9,"SWE","Europe",180.0015365
"Switzerland",2015,"Developed",83.4,49,10.3105055765718,NA,97,7.38601892499078,97,0.1,46886.0942674064,0.4,0.3,0.938,16,"CHE","Europe",178.42409
"Switzerland",2014,"Developed",83.2,51,9.61,NA,96,11.66,96,0.1,46886.0942674064,0.4,0.3,0.936,15.9,"CHE","Europe",178.371826
"Switzerland",2013,"Developed",83,52,9.73,NA,96,11.71,96,0.1,46886.0942674064,0.4,0.3,0.934,15.8,"CHE","Europe",178.3194867
"Switzerland",2012,"Developed",82.7,54,9.86,NA,96,11.59,96,0.1,46886.0942674064,0.5,0.3,0.932,15.7,"CHE","Europe",178.2673755
"Switzerland",2011,"Developed",82.6,55,9.99,NA,96,11.21,96,0.1,46886.0942674064,0.5,0.3,0.932,15.6,"CHE","Europe",178.2152231
"Switzerland",2010,"Developed",82.3,57,10.01,NA,96,11.7,95,0.1,46886.0942674064,0.5,0.4,0.92,15.4,"CHE","Europe",178.1642425
"Switzerland",2009,"Developed",82.1,55.076206007763,10.15,NA,96,11,95,0.1,46886.0942674064,0.5,0.4,0.916,15.3,"CHE","Europe",178.1146
"Switzerland",2008,"Developed",82,61.1775555065547,10.29,NA,96,1.29,95,0.1,46886.0942674064,0.5,0.4,0.914,15.3,"CHE","Europe",178.0657581
"Switzerland",2007,"Developed",81.7,63,10.44,NA,94,1.21,94,0.1,46886.0942674064,0.5,0.4,0.911,15.3,"CHE","Europe",178.0166711
"Switzerland",2006,"Developed",81.5,65,10.24,NA,94,1.39,94,0.1,46886.0942674064,0.6,0.4,0.904,15.2,"CHE","Europe",177.967724
"Switzerland",2005,"Developed",81.1,66,10.15,NA,94,1.86,94,0.1,46886.0942674064,0.6,0.4,0.899,15.2,"CHE","Europe",177.9179348
"Switzerland",2004,"Developed",81,69,10.55,NA,95,1.96,93,0.1,46886.0942674064,0.6,0.4,0.895,15.1,"CHE","Europe",177.8664009
"Switzerland",2003,"Developed",85,72,10.82,NA,95,1.93,93,0.1,46886.0942674064,0.6,0.5,0.889,15,"CHE","Europe",177.813354
"Switzerland",2002,"Developed",84,74,10.85,NA,95,1.61,93,0.1,46886.0942674064,0.6,0.5,0.89,15.2,"CHE","Europe",177.758559
"Switzerland",2001,"Developed",82,75,11.12,NA,95,1.28,93,0.1,46886.0942674064,0.7,0.5,0.888,15.2,"CHE","Europe",177.7027418
"Switzerland",2000,"Developed",79.7,78,11.26,NA,95,9.91,93,0.1,46886.0942674064,0.7,0.5,0.879,15.1,"CHE","Europe",177.6471639
"Syria",2015,"Developing",64.5,293,0.681567080098422,41,5,2.02933762369065,41,0.1,841.241505478679,6.3,6.1,0.553,9,"SYR","Asia",170.4283087
"Syria",2014,"Developing",64.4,294,0.810190528696692,47,52,3.25,43,0.1,841.241505478679,6.3,6.1,0.575,9,"SYR","Asia",170.5055886
"Syria",2013,"Developing",63.6,37,0.837113895697334,71,5,3.25,41,0.1,841.241505478679,6.3,6.1,0.635,13,"SYR","Asia",170.5825993
"Syria",2012,"Developing",62.8,32,0.847615487245651,43,47,3.25,45,0.1,841.241505478679,6.3,6.1,0.645,12.5,"SYR","Asia",170.6592208
"Syria",2011,"Developing",71.7,163,0.76,66,6,3.23,72,0.1,841.241505478679,6.3,6.1,0.646,12,"SYR","Asia",170.7347393
"Syria",2010,"Developing",73.7,127,0.78,84,83,3.28,8,0.1,841.241505478679,6.4,6.1,0.65,11.7,"SYR","Asia",170.8105666
"Syria",2009,"Developing",73.8,124,0.81,84,83,3.55,8,0.1,841.241505478679,6.4,6.2,0.648,11.8,"SYR","Asia",170.8870535
"Syria",2008,"Developing",73.8,122,0.8,83,83,3.4,79,0.1,841.241505478679,6.4,6.2,0.651,11.6,"SYR","Asia",170.9633449
"Syria",2007,"Developing",73.8,121,0.83,83,83,3.72,8,0.1,841.241505478679,6.4,6.2,0.644,11.5,"SYR","Asia",171.0378272
"Syria",2006,"Developing",73.7,123,0.97,83,83,3.78,8,0.1,841.241505478679,6.4,6.3,0.636,11.4,"SYR","Asia",171.1099255
"Syria",2005,"Developing",73.5,127,0.92,83,83,4.11,8,0.1,841.241505478679,6.5,6.3,0.624,11,"SYR","Asia",171.1773494
"Syria",2004,"Developing",73.2,131,0.93,82,84,4.48,81,0.1,841.241505478679,6.5,6.3,0.61,10.6,"SYR","Asia",171.2378653
"Syria",2003,"Developing",73,134,1.29,81,85,5.12,83,0.1,841.241505478679,6.6,6.4,0.599,10.3,"SYR","Asia",171.2898061
"Syria",2002,"Developing",72.8,135,1.25,95.7338828700834,86,4.94,84,0.1,841.241505478679,6.6,6.5,0.596,10.2,"SYR","Asia",171.3325733
"Syria",2001,"Developing",72.7,135,1.29,74.1711442104924,83,4.92,82,0.1,841.241505478679,6.7,6.5,0.589,10.1,"SYR","Asia",171.3659077
"Syria",2000,"Developing",72.6,136,1.41,79,86,4.92,84,0.1,841.241505478679,6.8,6.6,0.588,10,"SYR","Asia",171.3896102
"Tajikistan",2015,"Developing",69.7,161,0.141750057588305,96,96,6.9552038042951,96,0.2,158.13157445239,3.6,3.7,0.625,11.3,"TJK","Asia",171.2644735
"Tajikistan",2014,"Developing",69.6,162,0.356537036291705,97,94,6.88,97,0.2,158.13157445239,3.6,3.7,0.622,11.3,"TJK","Asia",171.3224177
"Tajikistan",2013,"Developing",69.3,163,0.361720110840528,96,97,6.75,96,0.2,158.13157445239,3.6,3.7,0.617,11.2,"TJK","Asia",171.3802606
"Tajikistan",2012,"Developing",68.8,164,0.331905823108276,94,96,6.39,94,0.2,158.13157445239,3.6,3.7,0.613,11.1,"TJK","Asia",171.4381176
"Tajikistan",2011,"Developing",68.1,166,0.32,96,97,5.98,96,0.2,158.13157445239,3.7,3.7,0.608,11.1,"TJK","Asia",171.4954737
"Tajikistan",2010,"Developing",67.3,171,0.32,93,95,6.4,93,0.2,158.13157445239,3.7,3.8,0.603,11.1,"TJK","Asia",171.5524242
"Tajikistan",2009,"Developing",66.7,174,0.3,93,93,5.93,93,0.2,158.13157445239,3.7,3.8,0.601,11.1,"TJK","Asia",171.6095644
"Tajikistan",2008,"Developing",66.4,178,0.32,86,87,5.58,86,0.3,158.13157445239,3.8,3.8,0.592,10.8,"TJK","Asia",171.6660842
"Tajikistan",2007,"Developing",66.1,181,0.35,84,85,5.35,86,0.3,158.13157445239,3.8,3.8,0.586,10.9,"TJK","Asia",171.7202663
"Tajikistan",2006,"Developing",65.9,183,0.38,88,76,5.7,83,0.3,158.13157445239,3.8,3.9,0.579,10.7,"TJK","Asia",171.7714376
"Tajikistan",2005,"Developing",65.5,194,0.37,81,79,5.89,84,0.3,158.13157445239,3.8,3.9,0.572,10.6,"TJK","Asia",171.8185718
"Tajikistan",2004,"Developing",65.9,177,0.38,81,82,5.7,86,0.3,158.13157445239,3.9,3.9,0.563,10.5,"TJK","Asia",171.8602976
"Tajikistan",2003,"Developing",65.2,182,0.36,58,82,4.46,85,0.3,158.13157445239,4,4,0.553,10.1,"TJK","Asia",171.8959236
"Tajikistan",2002,"Developing",64.3,193,0.6,39,84,4.48,85,0.3,158.13157445239,4,4,0.543,9.8,"TJK","Asia",171.9249481
"Tajikistan",2001,"Developing",64,194,0.86,81.1443940158204,84,4.59,85,0.3,158.13157445239,4.1,4.1,0.535,9.7,"TJK","Asia",171.9476047
"Tajikistan",2000,"Developing",63.7,198,0.37,90.836464739693,86,4.64,83,0.3,158.13157445239,4.2,4.1,0.529,9.6,"TJK","Asia",171.9636192
"Thailand",2015,"Developing",74.9,148,6.49563815457083,99,99,3.73239094554794,99,0.1,2186.934557552,7.7,7.7,0.738,13.6,"THA","Asia",169.1624398
"Thailand",2014,"Developing",74.6,152,6.41,99,99,4.12,99,0.1,2186.934557552,7.8,7.8,0.737,13.6,"THA","Asia",169.0220496
"Thailand",2013,"Developing",74.5,153,6.5,99,99,4,99,0.1,2186.934557552,7.9,7.9,0.733,13.6,"THA","Asia",168.8816746
"Thailand",2012,"Developing",74.3,154,6.56,98,99,4.17,99,0.1,2186.934557552,8,8.1,0.729,13.7,"THA","Asia",168.7404251
"Thailand",2011,"Developing",74.1,155,6.07,98,99,4.12,99,0.2,2186.934557552,8.1,8.2,0.72,13.3,"THA","Asia",168.5979892
"Thailand",2010,"Developing",73.9,158,5.95,98,99,3.81,99,0.2,2186.934557552,8.2,8.3,0.711,13.1,"THA","Asia",168.4550508
"Thailand",2009,"Developing",73.7,162.253046771062,5.88,98,99,4.11,99,0.3,2186.934557552,8.3,8.5,0.706,13,"THA","Asia",168.3115604
"Thailand",2008,"Developing",73.5,162,5.92,98,99,3.92,99,0.3,2186.934557552,8.5,8.6,0.7,12.9,"THA","Asia",168.1684128
"Thailand",2007,"Developing",73.3,165,6.2,96,98,3.56,98,0.4,2186.934557552,8.6,8.8,0.687,12.3,"THA","Asia",168.0246659
"Thailand",2006,"Developing",73,168,6.18,96,98,3.49,98,0.5,2186.934557552,8.7,8.9,0.686,12.4,"THA","Asia",167.8801564
"Thailand",2005,"Developing",72.5,177,6.26,96,98,3.55,98,0.5,2186.934557552,8.9,9.1,0.682,12,"THA","Asia",167.7340671
"Thailand",2004,"Developing",71.6,189,6.17,96,98,3.51,98,0.5,2186.934557552,9,9.2,0.674,11.9,"THA","Asia",167.5855474
"Thailand",2003,"Developing",71.7,189,6.14,96,98,3.58,98,0.6,2186.934557552,9.1,9.3,0.666,11.8,"THA","Asia",167.4357633
"Thailand",2002,"Developing",71.4,192,5.93,95,97,3.7,96,0.7,2186.934557552,9.2,9.5,0.657,11.5,"THA","Asia",167.2842928
"Thailand",2001,"Developing",71.2,194,5.92,95,97,3.32,96,0.8,2186.934557552,9.3,9.6,0.649,11.2,"THA","Asia",167.1323897
"Thailand",2000,"Developing",71.1,194,5.88,95,97,3.4,97,0.8,2186.934557552,9.4,9.7,0.64,10.9,"THA","Asia",166.9816535
"North Macedonia",2015,"Developing",75.7,12,2.54698471149044,92,92,8.065350966596,91,0.1,NA,2.1,2.1,0.746,12.9,"MKD","Europe",178.330803
"North Macedonia",2014,"Developing",75.5,12,1.13,97,96,6.48,95,0.1,NA,2.2,2.2,0.743,12.9,"MKD","Europe",178.3328048
